talent_entity_id,talent_name,talent_slug,talent_image_url,player_landing_page
fd3216a0-b364-4c8d-9764-8e8a78b3158d,Travis Kelce,travis-kelce,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8yNS8yNWNhZDNmNmNjY2EzNGRmYTljZTQxNzE5ZTZlZGE4Yl8xNzU2ODQwNDcwLmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/talent/entity/fd3216a0-b364-4c8d-9764-8e8a78b3158d
db8ce726-cf14-4e66-8fcf-12ec5ef972b4,Travis McElroy,travis-mcelroy,,https://www.siriusxm.com/player/talent/entity/db8ce726-cf14-4e66-8fcf-12ec5ef972b4
1d1b3bae-75c4-405c-aaf6-df3d89f7183a,Trevor May,trevor-may,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8zYS8zYWIxYTYzYTBkYjEzY2ZjYWY2YWQxYTlmMWM1OTlmNF8xNzU3MDAwNDQyLmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/talent/entity/1d1b3bae-75c4-405c-aaf6-df3d89f7183a
c399865b-f262-4c4b-b881-865ab4c995bf,Trevor Noah,trevor-noah,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC8xNS8xNWJlZTZkMDNmM2NlMWQ5YmI0YTczNjM2MGQxNTZmMF8xNzE2OTI4NzIzMzUzLmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/talent/entity/c399865b-f262-4c4b-b881-865ab4c995bf
b0634235-a142-469a-ba04-c80351ad4238,Trey Wingo,trey-wingo,,https://www.siriusxm.com/player/talent/entity/b0634235-a142-469a-ba04-c80351ad4238
b78a5de5-51dc-41b0-bc7f-0aee60d728ed,Trick Daddy,trick-daddy,,https://www.siriusxm.com/player/talent/entity/b78a5de5-51dc-41b0-bc7f-0aee60d728ed
cde4a41f-4b64-437d-8728-60fc850d61aa,Trippie Redd,trippie-redd,,https://www.siriusxm.com/player/talent/entity/cde4a41f-4b64-437d-8728-60fc850d61aa
f611e9d1-a14e-4f7a-9b36-36e1b94be304,Trisha Yearwood,trisha-yearwood,,https://www.siriusxm.com/player/talent/entity/f611e9d1-a14e-4f7a-9b36-36e1b94be304
3b023175-c13b-4f1c-9c9f-7c9db0690fb2,Trivium,trivium,,https://www.siriusxm.com/player/talent/entity/3b023175-c13b-4f1c-9c9f-7c9db0690fb2
28f0457f-4be3-4d96-9f74-f0b58d05644e,Tucker Carlson,tucker-carlson,,https://www.siriusxm.com/player/talent/entity/28f0457f-4be3-4d96-9f74-f0b58d05644e
67b121f7-9bd5-4cdd-9235-041a4bfc11cb,Tyler Perry,tyler-perry,,https://www.siriusxm.com/player/talent/entity/67b121f7-9bd5-4cdd-9235-041a4bfc11cb
8b638bd5-b033-4a49-a401-b8a1a5cd19f4,Tyler Terens,tyler-terens,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC9iYS9iYTI3OWQzZWQwZDQ0Y2U1NTVjZjc4MjE2MTMwMTg0OV8xNzQyMjM4MDIzMzkyLmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/talent/entity/8b638bd5-b033-4a49-a401-b8a1a5cd19f4
